Description,Price,Rating,Review Count,URL
Boult Audio ProBass X1-Air Wireless in Ear Neckband Earphone with Mic (Blue),₹899,3.8 out of 5 stars,"2,421",https://www.amazon.in/Boult-Audio-ProBass-Wireless-Neckband/dp/B092JTJSZ3/ref=sr_1_238?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748250&smid=A14CZOWI0VEHLG&sprefix=wireless+earphones%2Caps%2C238&sr=8-238
"GO SHOPS Z-206 Neckband Wireless Bluetooth Earphone, Built -in Mic, Super Sound Deep Bass Headphone for All Android Smartphone, iOS Devices and Tables",₹279,3.8 out of 5 stars,11,https://www.amazon.in/GO-SHOPS-Z-206-Bluetooth-Smartphone/dp/B09N7N7SYQ/ref=sr_1_239?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748250&sprefix=wireless+earphones%2Caps%2C238&sr=8-239
Mivi Collar Flash Wireless Bluetooth in Ear Earphones with Mic (Blue),"₹1,099",3.6 out of 5 stars,"11,874",https://www.amazon.in/Mivi-Bluetooth-Earphones-Charging-Earphones/dp/B097DJ4VWW/ref=sr_1_240?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748250&sprefix=wireless+earphones%2Caps%2C238&sr=8-240
"Starkwoood Bluetooth Neckband For Lenovo Z6 Pro Bluetooth Headphone Headset Hands-Free Gaming Earphone With Mic And Volume Controller Noise Isolating Stereo Gaming & Music Sound Quality, Sweatproof Sports Headset,Professional Bluetooth 5.1 Wireless Stereo Sport Hi-Fi Sound Hands-Free Calling J-Duet - Black",₹599,,,https://www.amazon.in/Starkwoood-Lenovo-Z6-Pro-Professional/dp/B09PYSVFJ3/ref=sr_1_241?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748250&sprefix=wireless+earphones%2Caps%2C238&sr=8-241
"Boult Audio AirBass MuseBuds True Wireless Earbuds with 18H Total Playtime, Deep bass with Sports fit, IPX5 Sweatproof, Voice Assistant and Built in mic (Black)","₹1,499",3.7 out of 5 stars,"10,065",https://www.amazon.in/Boult-Audio-Earphones-Bluetooth-Headphone/dp/B08CZZBRLG/ref=sr_1_242?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748250&smid=A14CZOWI0VEHLG&sprefix=wireless+earphones%2Caps%2C238&sr=8-242
"pTron Bassbuds Pro (New) in-Ear True Wireless Bluetooth 5.1 Headphones, Deep Bass, Low Latency Gaming Earphones, Touch Control, IPX4 Water/Sweat Resistance TWS Earbuds & Built-in Mic (Black & Green)",₹999,3.6 out of 5 stars,"18,498",https://www.amazon.in/Bassbuds-Pro-Bluetooth-Headphones-Resistance/dp/B08S19N234/ref=sr_1_243?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748250&sprefix=wireless+earphones%2Caps%2C238&sr=8-243
ENNUI Single Ear Wireless Bluetooth Earphone Headphone for Calling & Music with mic & Warranty for All Android & Smartphones Devices (Black),₹189,5.0 out of 5 stars,1,https://www.amazon.in/ENNUI-Wireless-Bluetooth-Headphone-Smartphones/dp/B09JFLZ2PF/ref=sr_1_244?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748250&sprefix=wireless+earphones%2Caps%2C238&sr=8-244
"pTron Bassbuds Vista in-Ear True Wireless Bluetooth 5.1 Headphones with Deep Bass, IPX4 Water/Sweat Resistant, Passive Noise Cancelation, Voice Assistance & Earbuds with Built-in HD Mic (Dark Grey)",₹999,3.5 out of 5 stars,"20,459",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg15_1?ie=UTF8&adId=A04938661R7TW8M2J6LRC&url=%2FBassbuds-Vista-Headphones-Cancelation-Assistance%2Fdp%2FB094NTQTK8%2Fref%3Dsr_1_245_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748250%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-245-spons%26psc%3D1&qualifier=1641748250&id=3235591006192888&widgetName=sp_btf
"EDYELL® C5M True Wireless Earbuds/Earphones/in-Ear TWS Stereo Headphones with Advanced Bluetooth V5.0 IPX7 Waterproof Extra-Long Playtime, Built-in Mic with Deep Bass for Sports and Workout","₹1,299",3.6 out of 5 stars,"1,830",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg15_1?ie=UTF8&adId=A08290412S04NKU7XNN7A&url=%2FEarphones-Headphones-Bluetooth-Waterproof-Extra-Long%2Fdp%2FB09B63MM72%2Fref%3Dsr_1_246_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748250%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-246-spons%26psc%3D1&qualifier=1641748250&id=3235591006192888&widgetName=sp_btf
"Audio-Technica COR150IS BK Sonic Sport in-Ear Wired Earphone with HD Sound, 8.5mm Powerful Drivers, Sound Isolation & in line Controls with Mic(Black)","₹1,099",3.7 out of 5 stars,26,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg16_1?ie=UTF8&adId=A00723573ECPYRRF5645Y&url=%2FAudio-Technica-COR150IS-Earphone-Powerful-Isolation%2Fdp%2FB09H4NJV27%2Fref%3Dsr_1_241_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748252%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-241-spons%26psc%3D1&qualifier=1641748252&id=5055406498350241&widgetName=sp_atf_next
"Boult Audio ProBass Curve Bluetooth Earphones with 12H Battery Life & Extra Bass, IPX5 Water Resistant Headphones (Blue)",₹899,3.8 out of 5 stars,"97,556",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg16_1?ie=UTF8&adId=A02440932LQF8064I8S31&url=%2FBoult-Audio-Curve-Sweatproof-Headphones%2Fdp%2FB07MK2H78S%2Fref%3Dsr_1_242_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748252%26smid%3DA14CZOWI0VEHLG%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-242-spons%26psc%3D1&qualifier=1641748252&id=5055406498350241&widgetName=sp_atf_next
"TEQNEQ Neckband Pure Wireless Bluetooth Headphones, Headset with Mic and Sound Earphone Compatible for S amsung opppo vivoo M i Note 5/6/7 Pro, 6A, Y2, A2, A1, Y3 All Smartphones",₹249,,,https://www.amazon.in/TEQNEQ-Bluetooth-Headphones-Compatible-Smartphones/dp/B09PG3LCQ3/ref=sr_1_243?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748252&sprefix=wireless+earphones%2Caps%2C238&sr=8-243
"GOVO GOBUDS 920 True Wireless Earbuds with Mic & 30 Hours Battery Life, IPX5 Water Resistant, Bluetooth 5.1, Super Touch Control with Type C Fast Charging (Platinum Black)","₹2,599",5.0 out of 5 stars,5,https://www.amazon.in/GOVO-GOBUDS-920-Resistant-Bluetooth/dp/B09P36YZN7/ref=sr_1_244?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748252&sprefix=wireless+earphones%2Caps%2C238&sr=8-244
"Wireless Bluetooth Headphones Earphone For Oppo Reno Ace Neckband Earphone Bluetooth 5.0 Wireless Headphones with Hi-Fi Stereo Sound, 12Hrs Playtime, Lightweight Ergonomic Neckband, Sweat-Resistant Magnetic EarbudsBluetooth Neckband with Vibration Alert for Calls, in-Ear Wireless Earphones with 12 Hour Battery Life, Fast Charging & in-Built Mic, IPX5 Sweatproof Headphones (SH4, Black)",₹899,,,https://www.amazon.in/Oppo-Reno-Ace-Sweat-Resistant-EarbudsBluetooth/dp/B09NYFV572/ref=sr_1_245?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748252&sprefix=wireless+earphones%2Caps%2C238&sr=8-245
"GO SHOPS Latest Combo of Wireless Earphone Bluetooth Headset, Hands-Free Bluetooth Earphone, HiFi Clear Sound Earphone with Mic, Noise Cancellation for iOS Devices & All Smartphone",₹299,,,https://www.amazon.in/GO-SHOPS-Hands-Free-Cancellation-Smartphone/dp/B09PGLYNCD/ref=sr_1_246?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748252&sprefix=wireless+earphones%2Caps%2C238&sr=8-246
ZEBRONICS Zeb Evolve Wireless Bluetooth in Ear Neckband Earphone with Mic (Blue),₹649,3.7 out of 5 stars,"4,001",https://www.amazon.in/Zebronics-Zeb-Evolve-Wireless-Blue/dp/B08VGNYQSW/ref=sr_1_247?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748252&smid=A14CZOWI0VEHLG&sprefix=wireless+earphones%2Caps%2C238&sr=8-247
Mivi DuoPods A25 Truly Wireless Bluetooth in Ear Earbuds with Mic (White),"₹1,299",3.7 out of 5 stars,"18,922",https://www.amazon.in/Mivi-Wireless-Bluetooth-Immersive-Powerful/dp/B08ZYNXS5V/ref=sr_1_248?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748252&sprefix=wireless+earphones%2Caps%2C238&sr=8-248
"pTron Bassbuds Pro (New) in-Ear True Wireless Bluetooth 5.1 Headphones with Deep Bass, Low Latency Gaming Earphones, Touch Control, IPX4 Water/Sweat Resistance TWS Earbuds & Built-in Mic(Black & Red)",₹999,3.6 out of 5 stars,"18,498",https://www.amazon.in/Bassbuds-Pro-Bluetooth-Headphones-Resistance/dp/B08S19RGWG/ref=sr_1_249?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748252&sprefix=wireless+earphones%2Caps%2C238&sr=8-249
"LIMESHOT ProBass X1-WL in-Ear Wireless Earphones with 4-5 Hours Battery Life, Latest Bluetooth 5.0, IPX5 Sweatproof Headphones with mic (Black)",₹399,3.4 out of 5 stars,82,https://www.amazon.in/LIMESHOT-Earphones-Bluetooth-Sweatproof-Headphones/dp/B092R3GFJM/ref=sr_1_250?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748252&sprefix=wireless+earphones%2Caps%2C238&sr=8-250
"EDYELL® TW2S Gaming True Wireless Earbuds, Less Than 60ms Latency, Upgraded Bluetooth 5.1 Technology, IPX7 Waterproof, Dedicated Gaming Mode, Ultra-Long Playtime, Built-in Mic with Deep Bass","₹2,499",4.3 out of 5 stars,602,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_1?ie=UTF8&adId=A07379702A3SK66LH65CA&url=%2FTW2S-Bluetooth-Technology-Waterproof-Ultra-Long%2Fdp%2FB09BC638WF%2Fref%3Dsr_1_251_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748252%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-251-spons%26psc%3D1%26smid%3DA1EZIOE8T004N2&qualifier=1641748252&id=5055406498350241&widgetName=sp_mtf
EDYELL® C6 Upgraded True Wireless Earbuds Bluetooth 5.0 with Massive 5000mAh Charging Case/POWERBANK IPX7 Waterproof TWS Headphones Built in Mic Premium Sound with Deep Bass for Sports,"₹1,499",3.6 out of 5 stars,"1,830",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_1?ie=UTF8&adId=A06603642E9V8KI9CMBE5&url=%2FC6-Bluetooth-POWERBANK-Waterproof-Headphones%2Fdp%2FB099WJ8R13%2Fref%3Dsr_1_252_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748252%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-252-spons%26psc%3D1&qualifier=1641748252&id=5055406498350241&widgetName=sp_mtf
"Lowfe Wireless Bluetooth Headset Magnet Earphone with Hand-Free Calling, Bulit-in-Mic, Extra Bass Stero, Lightweight and Sweatproof Prefect for Gym, Running All Android & Smartphones Devices",₹199,5.0 out of 5 stars,1,https://www.amazon.in/Lowfe-Lightweight-Sweatproof-All-Smartphones/dp/B09P898Y3W/ref=sr_1_253?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748252&sprefix=wireless+earphones%2Caps%2C238&sr=8-253
"Moojlo Best Bluetooth Wireless Bass Edition in Ear Earphones with Mic (white) Bassbuds Duo New Bluetooth 5.1 Wireless Headphones, Stereo Audio, Touch Control TWS, Dual HD Mic, Fast Charging, IPX4 Water-Resistant, Passive Noise Cancelling & Voice Assistant (White)",₹579,3.0 out of 5 stars,1,https://www.amazon.in/Bluetooth-Earphones-Headphones-Water-Resistant-Cancelling/dp/B09M3XMS2N/ref=sr_1_254?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748252&sprefix=wireless+earphones%2Caps%2C238&sr=8-254
"Ambrane Dots Asta True Wireless Earbuds with 36 Hours Playtime, 8 Hours Playtime on single charge,Made in India, Instant pairing with Bluetooth V5.1, Voice Assistance, Easy Touch Controls, IPX4(White)","₹1,299",,,https://www.amazon.in/Ambrane-Dots-Asta-Bluetooth-Assistance/dp/B09F3DH3DZ/ref=sr_1_255?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748252&sprefix=wireless+earphones%2Caps%2C238&sr=8-255
"JBL Endurance RunBT, Sports in Ear Wireless Bluetooth Earphones with Mic, Sweatproof, Flexsoft eartips, Magnetic Earbuds, Fliphook & TwistLock Technology, Voice Assistant Support (Black)","₹1,999",4.0 out of 5 stars,"26,925",https://www.amazon.in/JBL-Endurance-Sweat-Wireless-Headphones/dp/B07N7W8618/ref=sr_1_256?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748252&sprefix=wireless+earphones%2Caps%2C238&sr=8-256
"G S GOLDSTEIN STAR Neckband in Ear Wireless Earphones with Mic, 6 Hours Playtime,IPX5 Sweatproof Headphones, Latest Bluetooth 5.0 & Flexible Headset with in-Built Microphone (Black)",₹299,3.9 out of 5 stars,5,https://www.amazon.in/GOLDSTEIN-STAR-Sweatproof-Headphones-Microphone/dp/B09H53Z338/ref=sr_1_257?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748252&sprefix=wireless+earphones%2Caps%2C238&sr=8-257
"Blaupunkt BTW50 Truly Wireless Earphones with Deep Bass, Built-in Mic for Calls & HD Sound with Type-C Fast Charging(Blue)","₹1,399",3.3 out of 5 stars,213,https://www.amazon.in/Blaupunkt-BTW50-Wireless-Earphones-Charging/dp/B09KL4B2VJ/ref=sr_1_258?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748252&sprefix=wireless+earphones%2Caps%2C238&sr=8-258
"(Renewed) boAt Airdopes 141 True Wireless Earbuds with 42 Hours Playback, Fast Charge, IWP Technology, IPX4, Bluetooth v5.0 and Voice Assistant(Active Black)",Not Available,3.8 out of 5 stars,104,https://www.amazon.in/boAt-Airdopes-Technology-Bluetooth-Assistant/dp/B09KGZ56P4/ref=sr_1_259?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748252&sprefix=wireless+earphones%2Caps%2C238&sr=8-259
"Wiles Premium Wireless Headset S109 Bluetooth 5.0 Earbuds 18 Hours of Calling with 1 Hour Charge for Music,Calling,Sports Single Ear Headphone 360 Degree rotater Mic for All Smartphones (Black)",₹399,2.3 out of 5 stars,5,https://www.amazon.in/Wireless-Bluetooth-Headphone-Smartphones-Black/dp/B09LS3BZ93/ref=sr_1_260?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748252&sprefix=wireless+earphones%2Caps%2C238&sr=8-260
EDYELL® C5 Bluetooth 5.0 Wireless Earbuds with Massive 3500MAH Charging Case/POWERBANK IPX7 Waterproof TWS Headphones in Ear Built-in Mic Headset Premium Sound with Deep Bass for Sports,"₹1,299",3.8 out of 5 stars,895,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg16_1?ie=UTF8&adId=A09791911TD4L3WUFS1JH&url=%2FBluetooth-Wireless-POWERBANK-Waterproof-Headphones%2Fdp%2FB0977Z53DT%2Fref%3Dsr_1_261_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748252%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-261-spons%26psc%3D1&qualifier=1641748252&id=5055406498350241&widgetName=sp_btf
Boult Audio BassBuds Storm-X in-Ear Wired Earphones with Mic and Full Metal Body for Extra Bass & HD Sound (Grey),₹299,3.8 out of 5 stars,"27,759",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg16_1?ie=UTF8&adId=A0281082227WZRHMKME2L&url=%2FBoult-Audio-BassBuds-Earphones-Cancellation%2Fdp%2FB088YDXJV1%2Fref%3Dsr_1_262_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748252%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-262-spons%26psc%3D1&qualifier=1641748252&id=5055406498350241&widgetName=sp_btf
Wired Earphone by abhihek Traders (a5s),Not Available,,,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg17_1?ie=UTF8&adId=A10361863EZ9M6KE1H9JT&url=%2FWired-Earphone-abhihek-Traders-a5s%2Fdp%2FB09LR1TLGT%2Fref%3Dsr_1_257_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748254%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-257-spons%26psc%3D1&qualifier=1641748254&id=7256558345214034&widgetName=sp_atf_next
"Ambrane BassBand Active Wireless Earphones with 9 Hrs Playtime, Boosted Bass, in-line Mic for Clear Calls, Multifunctional Controller, Bluetooth V5.0, Voice Assistance, IPX4 Splash Proof (Black)",₹899,4.7 out of 5 stars,24,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg17_1?ie=UTF8&adId=A0332425232SDG576YKRQ&url=%2FAmbrane-Active-Multifunctional-Controller-Assistance%2Fdp%2FB097TKKXPR%2Fref%3Dsr_1_258_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748254%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-258-spons%26psc%3D1&qualifier=1641748254&id=7256558345214034&widgetName=sp_atf_next
boAt Rockerz 255 Pro Bluetooth Wireless in Ear Earphones with Mic Active Black,"₹1,199",4.1 out of 5 stars,"431,855",https://www.amazon.in/boAt-Rockerz-255-Pro-Earphones/dp/B08ZYS3S3P/ref=sr_1_259?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748254&sprefix=wireless+earphones%2Caps%2C238&sr=8-259
"EASYSHOP Bluetooth Earphones Wireless | Wireless Earphones with mic | Earphones Wireless Bluetooth | Single Earpiece K1 Earphone Bluetooth, Single Ear Bluetooth Earphone, All Smartphones.",₹129,3.2 out of 5 stars,9,https://www.amazon.in/EASYSHOP-Bluetooth-Earphones-Wireless-Smartphones/dp/B092D7H5YL/ref=sr_1_260?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748254&sprefix=wireless+earphones%2Caps%2C238&sr=8-260
"Noise Tune Active Bluetooth Wireless Headset with Upto 10 Hour Playtime, IPX5 Water Resistant, 10mm Dynamic Drivers for Great Wireless Sound (Hot Red)",₹899,3.9 out of 5 stars,"21,428",https://www.amazon.in/Noise-Bluetooth-Experience-Sweat-Proof-Rain-Proof/dp/B088BKVGL8/ref=sr_1_261?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748254&smid=A14CZOWI0VEHLG&sprefix=wireless+earphones%2Caps%2C238&sr=8-261
boAt Rockerz 261 in Ear Wireless Earphones with mic(Raging Red),₹999,4.0 out of 5 stars,"20,488",https://www.amazon.in/Rockerz-261-Wireless-Earphones-Raging/dp/B07KY3G7PZ/ref=sr_1_262?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748254&sprefix=wireless+earphones%2Caps%2C238&sr=8-262
"Lowfe Latest Combo of Wireless Bluetooth Headset, Hands-Free Bluetooth Earphone, HiFi Clear Sound Earphone with Mic, Noise Cancellation for iOS Devices & All Smartphone",₹299,5.0 out of 5 stars,5,https://www.amazon.in/Lowfe-Bluetooth-Hands-Free-Cancellation-Smartphone/dp/B09NGX8CZG/ref=sr_1_263?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748254&sprefix=wireless+earphones%2Caps%2C238&sr=8-263
"Riviera® RNB-06 Wireless Earphones 45 Hours Music Playtime, 5U Speakers, Sports Bluetooth Neckband {BIS Approved} – Free Velvet Pouch Inside – Black",₹679,3.8 out of 5 stars,60,https://www.amazon.in/Riviera%C2%AE-Wireless-Earphones-Playtime-Bluetooth/dp/B09DKGK8PH/ref=sr_1_264?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748254&sprefix=wireless+earphones%2Caps%2C238&sr=8-264
"Boult Audio AirBass Propods TWS Earbuds with 24H Total Playtime, Type-C Fast Charging, Touch Controls, IPX5 Sweatproof and Voice Assistant(Black)","₹1,299",3.5 out of 5 stars,"12,803",https://www.amazon.in/Boult-Audio-Wireless-Earphones-Bluetooth/dp/B08D12DNTQ/ref=sr_1_265?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748254&smid=A14CZOWI0VEHLG&sprefix=wireless+earphones%2Caps%2C238&sr=8-265
MI Pro Bluetooth Wireless in Ear Earphones with Mic (Blue),"₹1,798",3.9 out of 5 stars,"3,712",https://www.amazon.in/Neckband-Wireless-Bluetooth-Earphones-Powerful/dp/B08W8Y5QR5/ref=sr_1_266?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748254&sprefix=wireless+earphones%2Caps%2C238&sr=8-266
"pTron Boom Gaming Wired Headphones with Deep Bass, Dual Mic, Passive Noise Canceling Earphones with in-line Remote, Music & Call Controls, L-Shape 3.5mm Aux Jack & 1.2Meter Tangle-Free Cable (Black)",₹599,3.8 out of 5 stars,"12,000",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg17_1?ie=UTF8&adId=A10286753UD11V6SOA5G2&url=%2FBoom-Headphones-Canceling-Earphones-Tangle-Free%2Fdp%2FB097NH6XXD%2Fref%3Dsr_1_267_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748254%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-267-spons%26psc%3D1&qualifier=1641748254&id=7256558345214034&widgetName=sp_mtf
Lenovo HE16 Wireless Bluetooth In Ear Neckband Earphone with Mic (Black),₹999,3.1 out of 5 stars,92,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg17_1?ie=UTF8&adId=A00931082UH331ZIDHO13&url=%2FLenovo-Earphones-Headphones-Waterproof-Sweatproof%2Fdp%2FB07XWF68LH%2Fref%3Dsr_1_268_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748254%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-268-spons%26psc%3D1%26smid%3DA2TEMMYJ8DDRP6&qualifier=1641748254&id=7256558345214034&widgetName=sp_mtf
"ENVOUS Wireless Bluetooth Headphones, Headset with Mic and Sound Button Earphone for Note 5/6/7 Pro, 6A, Y2, A2, A1, Y3 All Smartphones",₹219,4.1 out of 5 stars,11,https://www.amazon.in/ENVOUS-Wireless-Bluetooth-Headphones-Smartphones/dp/B09MZB5PCZ/ref=sr_1_269?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748254&sprefix=wireless+earphones%2Caps%2C238&sr=8-269
"CRAYOTALK (LABEL) Wireless Bluetooth Headphones, Headset with Mic and Sound Button Earphone for Note 5/6/7 Pro, 6A, Y2, A2, A1, Y3 All Smartphones",₹199,5.0 out of 5 stars,1,https://www.amazon.in/CRAYOTALK-LABEL-Bluetooth-Headphones-Smartphones/dp/B08R7J9VGH/ref=sr_1_270?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748254&sprefix=wireless+earphones%2Caps%2C238&sr=8-270
"ShopMagics Wireless Bluetooth Headphones Earphones for Mi, Xiaomi Redmi Note 5 Pro, Xiaomi Redmi Y1, Xiaomi Redmi Y2 (Redmi S2), Xiaomi Redmi Y2, Xiaomi Redmi Y3 Earphone Bluetooth Wireless Neckband Flexible In-Ear Headphones Headset With Mic, Extra Deep Bass Hands-Free Call/Music, Sports Earbuds, Sweatproof (HBS4, Multi)",₹489,,,https://www.amazon.in/ShopMagics-Wireless-Headphones-Earphone-Hands-Free/dp/B09P423XP2/ref=sr_1_271?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748254&sprefix=wireless+earphones%2Caps%2C238&sr=8-271
XECH Bluetooth Wireless Earphones with Mic SYNC Neckband with Dual Pairing 7H Playtime Bluetooth 5.0 Max Bass (Black),₹599,4.3 out of 5 stars,18,https://www.amazon.in/Bluetooth-Wireless-Earphones-Neckband-Playtime/dp/B09LV76448/ref=sr_1_272?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748254&sprefix=wireless+earphones%2Caps%2C238&sr=8-272
"Brandshub Wireless Bluetooth Compatible with Samsung Galaxy Rush M830 Sports Single Ear Wireless Ear Phones Bluetooth Headphone with Noise Isolation and Hands-Free Mic and Buttons, K1 Bluetooth Earphones - White",₹599,5.0 out of 5 stars,1,https://www.amazon.in/Brandshub-Samsung-Galaxy-Rush-M830/dp/B08S39JWSF/ref=sr_1_273?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748254&sprefix=wireless+earphones%2Caps%2C238&sr=8-273
"ShopMagics Wireless Bluetooth Headphones Earphones for Motorola One Fusion Plus Earphone Bluetooth Wireless Neckband Flexible In-Ear Headphones Headset With Mic, Extra Deep Bass Hands-Free Call/Music, Sports Earbuds, Sweatproof (JO2, Multi)",₹499,1.0 out of 5 stars,1,https://www.amazon.in/ShopMagics-Motorola-One-Fusion-Plus/dp/B0913FN2VY/ref=sr_1_274?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748254&sprefix=wireless+earphones%2Caps%2C238&sr=8-274
"pTron Bassfest Plus Magnetic in Ear Bluetooth 5.0 Wireless Headphones with Mic, Stereo Sound with Bass, IPX4 Water & Sweat Resistant, Voice Assistance, Ergonomic & Lightweight- (Black & Blue)",₹599,3.6 out of 5 stars,"17,233",https://www.amazon.in/Bassfest-Plus-Headphones-Assistance-Lightweight/dp/B08HHLJ5FJ/ref=sr_1_275?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748254&sprefix=wireless+earphones%2Caps%2C238&sr=8-275
"Noise Flair in-Ear Wireless Bluetooth Smart Neckband Earphone with Touch Controls, 35 Hour Playtime, Environmental noise Cancellation with Dual mic, Fast Charging (Carbon Black)","₹1,799",3.9 out of 5 stars,"8,649",https://www.amazon.in/Noise-Wireless-Bluetooth-Environmental-Cancellation/dp/B08SVPW1JQ/ref=sr_1_276?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748254&sprefix=wireless+earphones%2Caps%2C238&sr=8-276
